latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-8.6389,-74.3384,311.5,2.1,1.4,2005-01-02,1810,Aqua,MODIS,68,6.2,283.1,21.3,D,0
-8.6414,-74.3574,329.2,2.1,1.4,2005-01-02,1810,Aqua,MODIS,85,6.2,283.6,73.2,D,0
-8.6412,-74.3525,333.8,2.1,1.4,2005-01-02,1810,Aqua,MODIS,88,6.2,283.5,90.1,D,0
-6.6177,-76.2586,310.6,2.8,1.6,2005-01-02,1811,Aqua,MODIS,54,6.2,290.8,23.9,D,0
-6.588,-76.3997,312.3,2.8,1.6,2005-01-02,1811,Aqua,MODIS,67,6.2,289.6,22.2,D,0
-7.0347,-76.107,311,2.7,1.6,2005-01-02,1811,Aqua,MODIS,57,6.2,290.1,28.9,D,0
-6.543,-76.5094,315.2,2.9,1.6,2005-01-02,1811,Aqua,MODIS,58,6.2,288.5,35.9,D,0
-6.5421,-76.5143,316.9,2.9,1.6,2005-01-02,1811,Aqua,MODIS,64,6.2,288.2,46.8,D,0
-6.3077,-76.6558,316.8,2.9,1.6,2005-01-03,1602,Terra,MODIS,74,6.2,287.9,52.8,D,0
-5.337,-79.7278,323.5,1.6,1.2,2005-01-03,1602,Terra,MODIS,28,6.2,299.2,17.3,D,0
-6.3735,-76.0238,304.8,3.2,1.7,2005-01-03,1602,Terra,MODIS,37,6.2,284.6,12.3,D,0
-6.3058,-76.6502,319.7,2.9,1.6,2005-01-03,1602,Terra,MODIS,77,6.2,288.2,64.8,D,0
-4.1346,-70.2515,308,1.5,1.2,2005-01-04,1759,Aqua,MODIS,36,6.2,286.8,9.9,D,0
-17.4917,-71.3529,301.5,1,1,2005-01-05,0322,Terra,MODIS,41,6.2,290.1,5.1,N,0
-13.4314,-73.0622,325.6,1.1,1,2005-01-05,1839,Aqua,MODIS,58,6.2,302.4,16.7,D,0
-6.7327,-79.6574,321.4,1.3,1.1,2005-01-05,1841,Aqua,MODIS,47,6.2,295.8,10.4,D,0
-9.7194,-74.7089,303.7,1.5,1.2,2005-01-07,1539,Terra,MODIS,16,6.2,287.9,3.4,D,0
-9.7266,-74.6535,305.4,1.5,1.2,2005-01-07,1539,Terra,MODIS,36,6.2,287.3,4.7,D,0
-14.3177,-75.5622,320.9,1.4,1.2,2005-01-07,1827,Aqua,MODIS,0,6.2,294.2,15.7,D,0
-10.003,-75.2685,311.5,1.2,1.1,2005-01-07,1828,Aqua,MODIS,67,6.2,283.9,10.6,D,0
-10.0164,-75.1273,321,1.2,1.1,2005-01-07,1828,Aqua,MODIS,70,6.2,282.7,22.3,D,0
-7.8653,-79.1741,327.5,1.4,1.2,2005-01-09,1526,Terra,MODIS,30,6.2,302.8,15.2,D,0
-10.9213,-74.8825,313.5,1,1,2005-01-09,1527,Terra,MODIS,42,6.2,296.3,6.3,D,0
-13.2904,-70.3018,316.2,1.1,1,2005-01-09,1815,Aqua,MODIS,69,6.2,296.8,10,D,0
-8.2574,-74.7528,315.9,1.7,1.3,2005-01-09,1816,Aqua,MODIS,72,6.2,295.3,16.3,D,0
-8.3491,-74.6819,315,1.7,1.3,2005-01-09,1816,Aqua,MODIS,53,6.2,294.6,15.6,D,0
-8.6455,-75.0981,318.6,1.8,1.3,2005-01-09,1816,Aqua,MODIS,74,6.2,291.3,28.5,D,0
-7.9791,-74.8076,312.3,1.7,1.3,2005-01-09,1816,Aqua,MODIS,63,6.2,294.9,12.9,D,0
-8.853,-74.3354,310.8,1.6,1.3,2005-01-09,1816,Aqua,MODIS,0,6.2,293.5,10,D,0
-8.8523,-74.3259,311.6,1.6,1.3,2005-01-09,1816,Aqua,MODIS,29,6.2,293.3,9.2,D,0
-8.6716,-75.1115,312.7,1.8,1.3,2005-01-09,1816,Aqua,MODIS,25,6.2,292.1,16.1,D,0
-8.9518,-75.531,310.4,2,1.4,2005-01-09,1816,Aqua,MODIS,45,6.2,291.6,18,D,0
-7.7748,-75.1845,308.9,1.8,1.3,2005-01-09,1816,Aqua,MODIS,59,6.2,292.3,9.1,D,0
-8.3124,-74.7389,319.4,1.7,1.3,2005-01-09,1816,Aqua,MODIS,76,6.2,294.4,23.4,D,0
-8.3219,-74.7221,316.5,1.7,1.3,2005-01-09,1816,Aqua,MODIS,70,6.2,294.4,17.3,D,0
-8.461,-75.0847,311.4,1.8,1.3,2005-01-09,1816,Aqua,MODIS,51,6.2,292.1,15,D,0
-8.2549,-74.7466,331.8,1.7,1.3,2005-01-09,1816,Aqua,MODIS,86,6.2,295.5,52.4,D,0
-8.2553,-74.7374,315.6,1.7,1.3,2005-01-09,1816,Aqua,MODIS,72,6.2,295.1,15.5,D,0
-8.2459,-74.7543,313.1,1.7,1.3,2005-01-09,1816,Aqua,MODIS,39,6.2,295.2,10.9,D,0
-3.7363,-73.2555,313.4,1.2,1.1,2005-01-09,1817,Aqua,MODIS,19,6.2,295.3,8.3,D,0
-6.4298,-76.3962,311.6,2.1,1.4,2005-01-09,1817,Aqua,MODIS,48,6.2,293.6,17.1,D,0
-7.4586,-76.5784,312.2,2.3,1.5,2005-01-09,1817,Aqua,MODIS,64,6.2,289.6,21.6,D,0
-6.1512,-75.9865,310.9,2,1.4,2005-01-09,1817,Aqua,MODIS,62,6.2,293.6,14.7,D,0
-2.078,-74.3821,313.3,1.3,1.1,2005-01-09,1818,Aqua,MODIS,0,6.2,297,11,D,0
-6.6768,-76.3739,323.4,1.6,1.2,2005-01-10,1900,Aqua,MODIS,78,6.2,298,21.6,D,0
-6.775,-79.7813,328.7,1,1,2005-01-10,1900,Aqua,MODIS,57,6.2,304.3,10.5,D,0
-17.492,-71.3569,316.4,1,1,2005-01-12,0328,Terra,MODIS,91,6.2,283.5,16.7,N,0
-6.8068,-79.6905,356,1.3,1.1,2005-01-12,1557,Terra,MODIS,98,6.2,303.1,91.4,D,0
-6.8085,-79.6787,336.5,1.3,1.1,2005-01-12,1557,Terra,MODIS,80,6.2,301.3,34.5,D,0
-16.4911,-72.4815,333.7,1.3,1.1,2005-01-12,1845,Aqua,MODIS,76,6.2,305.9,18.9,D,0
-16.2356,-73.6984,310.4,1.1,1.1,2005-01-12,1845,Aqua,MODIS,30,6.2,296.5,9.4,D,3
-4.8656,-80.8867,330,1.1,1,2005-01-14,1544,Terra,MODIS,75,6.2,298.3,17.3,D,0
-15.1595,-74.8268,308.7,2.3,1.5,2005-01-14,1546,Terra,MODIS,0,6.2,287.8,14.5,D,0
-8.7498,-74.2821,331.7,1,1,2005-01-14,1834,Aqua,MODIS,85,6.2,295.1,24.6,D,0
-9.2821,-76.1049,318.7,1.1,1,2005-01-14,1834,Aqua,MODIS,68,6.2,295.5,11.4,D,0
-8.8948,-74.0736,315.7,1,1,2005-01-14,1834,Aqua,MODIS,41,6.2,296.2,6.6,D,0
-9.2915,-76.1039,321.4,1.1,1,2005-01-14,1834,Aqua,MODIS,77,6.2,295.3,13.9,D,0
-8.5983,-74.4455,321.7,1,1,2005-01-14,1834,Aqua,MODIS,75,6.2,295.8,12.9,D,0
-9.6411,-75.9065,312,1.1,1,2005-01-14,1834,Aqua,MODIS,64,6.2,288.3,9.7,D,0
-8.597,-74.4365,316.3,1,1,2005-01-14,1834,Aqua,MODIS,67,6.2,294.2,7.6,D,0
-8.9064,-74.0903,361.9,1,1,2005-01-14,1834,Aqua,MODIS,100,6.2,298.2,84.2,D,0
-9.7085,-75.3392,307.2,1,1,2005-01-14,1834,Aqua,MODIS,25,6.2,283.3,3.8,D,0
-10.9307,-74.8757,316.3,1,1,2005-01-14,1834,Aqua,MODIS,30,6.2,291.9,7.8,D,0
-8.1807,-76.6388,317.4,1.1,1.1,2005-01-14,1835,Aqua,MODIS,73,6.2,292.9,10.9,D,0
-6.776,-76.1999,315.3,1.1,1,2005-01-14,1835,Aqua,MODIS,67,6.2,292.8,8.6,D,0
-8.1792,-76.6286,341.5,1.1,1.1,2005-01-14,1835,Aqua,MODIS,91,6.2,292.6,47.5,D,0
-5.9448,-78.6164,334.4,1.4,1.2,2005-01-14,1835,Aqua,MODIS,85,6.2,302.9,40.7,D,0
-7.5586,-76.4061,315,1.1,1,2005-01-14,1835,Aqua,MODIS,69,6.2,294.3,8.3,D,0
-7.2121,-75.3075,330.9,1,1,2005-01-14,1835,Aqua,MODIS,84,6.2,293.6,24.3,D,0
-5.9852,-78.5997,333.2,1.4,1.2,2005-01-14,1835,Aqua,MODIS,84,6.2,300.2,39,D,0
-7.2059,-76.0503,341.4,1.1,1,2005-01-14,1835,Aqua,MODIS,91,6.2,294.8,44.3,D,0
-7.2073,-76.0598,320.5,1.1,1,2005-01-14,1835,Aqua,MODIS,75,6.2,293.8,14.3,D,0
-6.4549,-76.4665,316.4,1.1,1,2005-01-14,1835,Aqua,MODIS,70,6.2,296.4,7.8,D,0
-6.6902,-76.3618,329.8,1.1,1,2005-01-14,1835,Aqua,MODIS,84,6.2,299.5,20.6,D,0
-6.4562,-76.4761,314.6,1.1,1,2005-01-14,1835,Aqua,MODIS,55,6.2,295.7,6.2,D,0
-6.3937,-76.4796,318.9,1.1,1,2005-01-14,1835,Aqua,MODIS,74,6.2,295.4,11,D,0
-7.4024,-76.7456,322.3,1.1,1.1,2005-01-14,1835,Aqua,MODIS,78,6.2,295.2,17,D,0
-5.3882,-78.4939,323.8,1.3,1.1,2005-01-14,1835,Aqua,MODIS,78,6.2,294.2,26.6,D,0
-6.5338,-75.1892,314.1,1,1,2005-01-14,1835,Aqua,MODIS,59,6.2,295.7,6.2,D,0
-5.3864,-78.481,316,1.3,1.1,2005-01-14,1835,Aqua,MODIS,67,6.2,292.9,13.9,D,0
-5.3938,-78.459,316.2,1.3,1.1,2005-01-14,1835,Aqua,MODIS,68,6.2,296.5,13.2,D,0
-5.4278,-78.4775,313.7,1.3,1.1,2005-01-14,1835,Aqua,MODIS,45,6.2,295.1,8.5,D,0
-5.4241,-78.4724,314.3,1.3,1.1,2005-01-14,1835,Aqua,MODIS,49,6.2,295.4,8.7,D,0
-6.5513,-76.4955,328.8,1.1,1,2005-01-14,1835,Aqua,MODIS,83,6.2,300.9,19.8,D,0
-6.5619,-76.5035,327.3,1.1,1,2005-01-14,1835,Aqua,MODIS,81,6.2,299.4,17.8,D,0
-6.5606,-76.4941,338.8,1.1,1,2005-01-14,1835,Aqua,MODIS,90,6.2,301,34.9,D,0
-6.6717,-76.3647,369.2,1.1,1,2005-01-14,1835,Aqua,MODIS,100,6.2,301.6,114.5,D,0
-6.6703,-76.355,364.6,1.1,1,2005-01-14,1835,Aqua,MODIS,100,6.2,299.6,97.9,D,0
-6.4489,-76.6015,318.8,1.1,1,2005-01-14,1835,Aqua,MODIS,74,6.2,297.4,10.2,D,0
-6.9101,-76.6167,319.6,1.1,1,2005-01-14,1835,Aqua,MODIS,74,6.2,296.4,12.4,D,0
-6.6916,-76.3715,331,1.1,1,2005-01-14,1835,Aqua,MODIS,84,6.2,299.8,22.3,D,0
-6.4475,-76.592,322.3,1.1,1,2005-01-14,1835,Aqua,MODIS,78,6.2,296.3,13.5,D,0
-6.3951,-76.4893,314.2,1.1,1,2005-01-14,1835,Aqua,MODIS,60,6.2,296.7,6.6,D,0
-6.3098,-76.6771,314.9,1.1,1,2005-01-14,1835,Aqua,MODIS,57,6.2,294.3,7.9,D,0
-6.6381,-76.1264,310.3,1.1,1,2005-01-14,1835,Aqua,MODIS,43,6.2,292.9,4.8,D,0
-6.4537,-76.5953,328.2,1.1,1,2005-01-14,1835,Aqua,MODIS,81,6.2,298.9,19.2,D,0
-6.2585,-76.7588,314.6,1.1,1,2005-01-14,1835,Aqua,MODIS,67,6.2,295.6,8.7,D,0
-6.257,-76.7485,314.3,1.1,1,2005-01-14,1835,Aqua,MODIS,66,6.2,293.1,9,D,0
-5.9886,-78.1775,335.4,2.7,1.6,2005-01-15,1918,Aqua,MODIS,85,6.2,300.8,125.3,D,0
-5.9915,-78.1716,335.7,2.7,1.6,2005-01-15,1918,Aqua,MODIS,86,6.2,300.6,128.3,D,0
-5.8324,-78.8436,320.2,1.1,1.1,2005-01-16,1532,Terra,MODIS,66,6.2,304.7,11.3,D,0
-6.4343,-78.0287,310.3,1,1,2005-01-16,1532,Terra,MODIS,54,6.2,299,7.1,D,0
-7.031,-76.5549,315.7,1,1,2005-01-16,1532,Terra,MODIS,67,6.2,301.1,5.4,D,0
-7.0017,-76.5047,315.8,1,1,2005-01-16,1532,Terra,MODIS,69,6.2,300.9,5,D,0
-6.4252,-78.0275,309.1,1,1,2005-01-16,1532,Terra,MODIS,39,6.2,298.3,5.7,D,0
-6.3409,-76.6136,316.6,1,1,2005-01-16,1532,Terra,MODIS,45,6.2,302.5,6.3,D,0
-8.1601,-76.6426,314.7,1,1,2005-01-16,1532,Terra,MODIS,70,6.2,298.1,6.4,D,0
-8.9572,-76.1605,315.7,1,1,2005-01-16,1533,Terra,MODIS,71,6.2,295.2,8.6,D,0
-8.7043,-74.8185,316,1.4,1.2,2005-01-16,1822,Aqua,MODIS,69,6.2,295.2,10.8,D,0
-8.5227,-74.8121,320,1.3,1.2,2005-01-16,1822,Aqua,MODIS,74,6.2,298.4,14.5,D,0
-8.7062,-74.8123,314.5,1.4,1.2,2005-01-16,1822,Aqua,MODIS,60,6.2,295.7,8.8,D,0
-8.5137,-74.9007,316.7,1.4,1.2,2005-01-16,1822,Aqua,MODIS,69,6.2,296.9,10.8,D,0
-8.5121,-74.8884,314.1,1.4,1.2,2005-01-16,1822,Aqua,MODIS,58,6.2,295.8,6.9,D,0
-8.2473,-74.7519,337,1.3,1.1,2005-01-16,1822,Aqua,MODIS,88,6.2,297.4,48,D,0
-8.521,-74.8183,317.8,1.4,1.2,2005-01-16,1822,Aqua,MODIS,56,6.2,298.1,11.3,D,0
-8.2352,-74.7958,316,1.3,1.1,2005-01-16,1822,Aqua,MODIS,68,6.2,295.8,11.1,D,0
-8.6374,-75.0114,314.9,1.4,1.2,2005-01-16,1822,Aqua,MODIS,67,6.2,294.4,9.9,D,0
-8.7229,-75.0898,318.7,1.4,1.2,2005-01-16,1822,Aqua,MODIS,73,6.2,293.8,17.9,D,0
-8.5188,-74.9378,324,1.4,1.2,2005-01-16,1822,Aqua,MODIS,78,6.2,294.5,22.9,D,0
-8.8158,-74.3507,326.8,1.3,1.1,2005-01-16,1822,Aqua,MODIS,80,6.2,293.4,24.9,D,0
-8.4199,-74.8817,320.2,1.4,1.2,2005-01-16,1822,Aqua,MODIS,74,6.2,297.4,15.6,D,0
-8.4017,-74.7485,332.4,1.3,1.1,2005-01-16,1822,Aqua,MODIS,85,6.2,297.8,35.7,D,0
-8.6712,-75.2208,312.6,1.4,1.2,2005-01-16,1822,Aqua,MODIS,62,6.2,294.2,9.4,D,0
-8.4001,-74.7365,359.9,1.3,1.1,2005-01-16,1822,Aqua,MODIS,99,6.2,297.7,117.7,D,0
-8.2418,-74.7893,315.6,1.3,1.1,2005-01-16,1822,Aqua,MODIS,46,6.2,296.8,9.8,D,0
-8.0909,-74.7977,328.6,1.3,1.1,2005-01-16,1822,Aqua,MODIS,0,6.2,296.6,32,D,0
-8.4272,-74.7817,312.5,1.3,1.1,2005-01-16,1822,Aqua,MODIS,41,6.2,295.7,5.2,D,0
-8.4234,-74.7767,318.3,1.3,1.1,2005-01-16,1822,Aqua,MODIS,71,6.2,296.5,12.8,D,0
-8.351,-74.6825,315.9,1.3,1.1,2005-01-16,1822,Aqua,MODIS,59,6.2,297.7,10,D,0
-8.4219,-74.8193,315.5,1.3,1.1,2005-01-16,1822,Aqua,MODIS,61,6.2,297.9,9,D,0
-7.4662,-76.4709,327.4,1.7,1.3,2005-01-16,1823,Aqua,MODIS,82,6.2,299.4,42,D,0
-6.0543,-74.0627,314.9,1.1,1.1,2005-01-16,1823,Aqua,MODIS,43,6.2,296.3,7.2,D,0
-7.1017,-75.1727,353,1.4,1.2,2005-01-16,1823,Aqua,MODIS,79,6.2,295.3,100.3,D,0
-6.4983,-76.5008,319.5,1.7,1.3,2005-01-16,1823,Aqua,MODIS,73,6.2,299.7,16.3,D,0
-6.4963,-76.4858,318.2,1.7,1.3,2005-01-16,1823,Aqua,MODIS,72,6.2,300.3,12.7,D,0
-7.1037,-75.1664,330.8,1.4,1.2,2005-01-16,1823,Aqua,MODIS,84,6.2,295.9,38.3,D,0
-7.107,-75.2665,314.8,1.4,1.2,2005-01-16,1823,Aqua,MODIS,0,6.2,297.2,10.4,D,0
-4.2282,-73.5597,316.6,1.1,1,2005-01-16,1823,Aqua,MODIS,65,6.2,296.4,8.4,D,0
-4.1723,-72.9657,315.4,1,1,2005-01-16,1823,Aqua,MODIS,59,6.2,296.9,6.5,D,0
-4.171,-72.9566,332.1,1,1,2005-01-16,1823,Aqua,MODIS,84,6.2,297.4,25,D,0
-4.18,-72.9553,316,1,1,2005-01-16,1823,Aqua,MODIS,60,6.2,297.5,7,D,0
-4.2728,-73.5438,314.7,1.1,1,2005-01-16,1823,Aqua,MODIS,43,6.2,296.1,7.2,D,0
