latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-12.5888,-69.1901,310.9,1.5,1.2,2013-01-01,1516,Terra,MODIS,0,6.2,292.1,11.5,D,0
-5.6034,-73.6464,304.8,2.2,1.4,2013-01-01,1808,Aqua,MODIS,53,6.2,286,6.1,D,0
-17.4937,-71.3572,328.2,1,1,2013-01-02,0329,Terra,MODIS,100,6.2,291.5,29.2,N,0
-8.4785,-74.675,306.1,1,1,2013-01-02,0332,Terra,MODIS,67,6.2,290.9,5.9,N,0
-10.9264,-74.8733,318,1.1,1.1,2013-01-02,1849,Aqua,MODIS,42,6.2,299.4,8.3,D,0
-11.0524,-77.5553,318.5,1,1,2013-01-02,1849,Aqua,MODIS,29,6.2,293.6,5.3,D,0
-7.8895,-79.191,318.8,1.1,1,2013-01-02,1850,Aqua,MODIS,60,6.2,296.9,8.5,D,0
-9.0133,-78.5457,330.8,1,1,2013-01-02,1850,Aqua,MODIS,66,6.2,296.3,17.5,D,0
-4.8769,-80.6057,326.9,1.8,1.3,2013-01-03,0416,Terra,MODIS,100,6.2,285.3,58.1,N,0
-4.8687,-80.584,325.5,1.8,1.3,2013-01-03,0416,Terra,MODIS,89,6.2,285,57.2,N,0
-4.8746,-80.5896,338.4,1.8,1.3,2013-01-03,0416,Terra,MODIS,100,6.2,286.4,98.3,N,0
-4.8627,-80.5914,307.2,1.8,1.3,2013-01-03,0416,Terra,MODIS,61,6.2,286.3,20.2,N,0
-4.8712,-80.6002,349,1.8,1.3,2013-01-03,0416,Terra,MODIS,100,6.2,287.2,144.2,N,0
-4.8279,-80.9241,300.2,3.5,1.8,2013-01-04,0321,Terra,MODIS,21,6.2,285.4,22,N,0
-4.8417,-80.9486,311.6,3.5,1.8,2013-01-04,0321,Terra,MODIS,83,6.2,285.3,67.1,N,0
-4.8322,-80.9553,308.6,3.5,1.8,2013-01-04,0321,Terra,MODIS,75,6.2,285.2,52.7,N,0
-3.6091,-80.52,324.1,1,1,2013-01-04,1544,Terra,MODIS,43,6.2,296.3,11.4,D,0
-4.2288,-80.3819,325.5,1,1,2013-01-04,1544,Terra,MODIS,75,6.2,300.4,11.7,D,0
-6.7731,-79.6849,332.9,1,1,2013-01-04,1545,Terra,MODIS,83,6.2,300.1,20.3,D,0
-7.1297,-79.5775,333.3,1,1,2013-01-04,1545,Terra,MODIS,83,6.2,300.1,20.2,D,0
-6.898,-79.4614,328.2,1,1,2013-01-04,1545,Terra,MODIS,70,6.2,303.3,9.6,D,0
-6.7718,-79.6939,325.4,1,1,2013-01-04,1545,Terra,MODIS,27,6.2,302.9,11.1,D,0
-6.761,-79.7352,350.8,1.7,1.3,2013-01-04,1838,Aqua,MODIS,95,6.2,297.7,110.4,D,0
-7.0957,-76.5327,310.2,1.1,1,2013-01-04,1838,Aqua,MODIS,35,6.2,281.3,6.9,D,0
-9.3032,-76.0014,317.6,1.1,1,2013-01-04,1838,Aqua,MODIS,27,6.2,299,10.7,D,0
-9.2939,-76.0028,314.2,1.1,1,2013-01-04,1838,Aqua,MODIS,28,6.2,297.5,7.6,D,0
-9.145,-78.2021,323.7,1.4,1.2,2013-01-04,1838,Aqua,MODIS,64,6.2,298.9,11.1,D,0
-6.3985,-79.7627,327.4,1.7,1.3,2013-01-04,1838,Aqua,MODIS,54,6.2,300.1,12.3,D,0
-12.6427,-72.6666,315.4,1.1,1.1,2013-01-06,1824,Aqua,MODIS,70,6.2,295.2,10.2,D,0
-7.0242,-76.3555,312.7,1.6,1.3,2013-01-06,1826,Aqua,MODIS,67,6.2,287.5,17.8,D,0
-7.1179,-76.71,321.5,1.7,1.3,2013-01-06,1826,Aqua,MODIS,78,6.2,293.8,30.4,D,0
-6.659,-79.4246,336,1.3,1.1,2013-01-07,1909,Aqua,MODIS,74,6.2,298.8,31.2,D,0
-7.2919,-79.4113,324.6,1.3,1.1,2013-01-07,1909,Aqua,MODIS,35,6.2,298.7,13.9,D,0
-4.5404,-80.4385,330.1,1.2,1.1,2013-01-07,1910,Aqua,MODIS,57,6.2,292.7,17,D,0
-4.8268,-80.9201,305.4,4,1.9,2013-01-08,0434,Terra,MODIS,30,6.2,287.1,47.3,N,0
-4.8316,-80.914,308.1,4,1.9,2013-01-08,0434,Terra,MODIS,59,6.2,287.2,63.3,N,0
-6.7392,-79.8258,320.9,2.1,1.4,2013-01-08,1521,Terra,MODIS,67,6.2,299.3,19.1,D,0
