latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-7.3039,-79.3093,324.4,1.4,1.2,2002-01-01,1530,Terra,MODIS,61,6.2,301.5,13,D,0
-6.7286,-79.7986,319.7,2.2,1.4,2002-01-02,1612,Terra,MODIS,70,6.2,298.2,18.9,D,0
-5.34,-79.8656,322.5,1.2,1.1,2002-01-04,1600,Terra,MODIS,49,6.2,303.2,10.4,D,0
-4.9446,-80.2735,316.6,1.2,1.1,2002-01-04,1600,Terra,MODIS,46,6.2,291.3,7.1,D,0
-6.491,-76.3681,312.1,2.3,1.5,2002-01-04,1600,Terra,MODIS,44,6.2,293.5,17.7,D,0
-6.1613,-78.3845,311.3,1.6,1.2,2002-01-04,1600,Terra,MODIS,47,6.2,293.3,11.9,D,0
-6.7142,-76.5587,310,2.2,1.4,2002-01-04,1600,Terra,MODIS,63,6.2,291,16.9,D,0
-7.3456,-79.4508,317.8,1.4,1.2,2002-01-04,1600,Terra,MODIS,45,6.2,302,13.5,D,0
-15.4899,-72.2448,328.8,1,1,2002-01-05,1507,Terra,MODIS,62,6.2,311.9,13.1,D,0
-15.4884,-72.2545,325.6,1,1,2002-01-05,1507,Terra,MODIS,51,6.2,309.2,8.2,D,0
-15.1996,-73.4502,327.1,1.2,1.1,2002-01-05,1507,Terra,MODIS,61,6.2,311.7,11.5,D,0
-4.2851,-73.5389,313.6,2,1.4,2002-01-06,1547,Terra,MODIS,66,6.2,292.1,21.1,D,0
-5.6544,-77.5265,311.4,1.1,1.1,2002-01-06,1547,Terra,MODIS,64,6.2,292.7,8.5,D,0
-4.8081,-80.2315,321.6,1,1,2002-01-06,1547,Terra,MODIS,53,6.2,297.6,6.7,D,0
-4.9151,-73.6361,319.5,2,1.4,2002-01-06,1547,Terra,MODIS,75,6.2,294.1,32.6,D,0
-4.9175,-73.6182,322.8,2,1.4,2002-01-06,1547,Terra,MODIS,78,6.2,294,41.9,D,0
-5.3984,-78.4641,338.6,1,1,2002-01-06,1547,Terra,MODIS,90,6.2,294.9,37.6,D,0
-4.2874,-73.5458,312.2,2,1.4,2002-01-06,1547,Terra,MODIS,63,6.2,291.9,17.5,D,0
-5.397,-78.4738,310.5,1,1,2002-01-06,1547,Terra,MODIS,39,6.2,293.9,4.6,D,0
-3.8912,-80.2041,319.2,1,1,2002-01-06,1547,Terra,MODIS,24,6.2,301.2,9.1,D,0
-5.3893,-78.4629,338.1,1,1,2002-01-06,1547,Terra,MODIS,90,6.2,296.1,37.4,D,0
-4.9154,-73.6122,315.2,2,1.4,2002-01-06,1547,Terra,MODIS,69,6.2,294.2,23.7,D,0
-4.9129,-73.6302,328.6,2,1.4,2002-01-06,1547,Terra,MODIS,83,6.2,294.3,61.4,D,0
-6.4159,-76.7064,309.2,1.3,1.1,2002-01-06,1548,Terra,MODIS,51,6.2,293.5,7.6,D,0
-7.4898,-76.6864,311.6,1.3,1.1,2002-01-06,1548,Terra,MODIS,64,6.2,294.4,9.2,D,0
-6.5889,-78.4395,310.3,1.1,1,2002-01-06,1548,Terra,MODIS,39,6.2,293.8,5.7,D,0
-6.6673,-77.3814,325.4,1.2,1.1,2002-01-06,1548,Terra,MODIS,82,6.2,291.4,28.1,D,0
-6.0305,-79.1818,316,1,1,2002-01-06,1548,Terra,MODIS,35,6.2,298.1,7.6,D,0
-6.5871,-76.503,313.5,1.3,1.1,2002-01-06,1548,Terra,MODIS,69,6.2,296.7,9.3,D,0
-9.9787,-77.8645,321.3,1.2,1.1,2002-01-06,1549,Terra,MODIS,61,6.2,304.6,8.8,D,0
-16.4988,-71.3744,335,1.3,1.1,2002-01-07,1455,Terra,MODIS,77,6.2,312.9,25.9,D,0
-6.7862,-79.6976,348.5,1.2,1.1,2002-01-08,1535,Terra,MODIS,94,6.2,299.6,64.7,D,0
-5.8727,-79.7151,324.2,1.3,1.1,2002-01-08,1535,Terra,MODIS,73,6.2,301.2,10.4,D,0
-6.7761,-79.6224,328.1,1.2,1.1,2002-01-08,1535,Terra,MODIS,75,6.2,297.3,18.4,D,0
-6.7784,-79.6176,328.5,1.2,1.1,2002-01-08,1535,Terra,MODIS,81,6.2,297.6,19.3,D,0
-6.7883,-79.6191,321.8,1.2,1.1,2002-01-08,1535,Terra,MODIS,44,6.2,300.2,8.8,D,0
