latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-7.9063,-79.2962,345.5,2.7,1.6,2009-01-01,1930,Aqua,MODIS,0,6.2,281.7,216.3,D,0
-5.2633,-80.305,323.5,2.5,1.5,2009-01-01,1931,Aqua,MODIS,72,6.2,293.8,33.2,D,0
-5.2528,-80.2911,334.8,2.5,1.5,2009-01-01,1931,Aqua,MODIS,64,6.2,293.4,89.4,D,0
-17.4877,-71.3547,315.1,1.1,1,2009-01-02,0620,Aqua,MODIS,90,6.2,278.6,18.2,N,2
-3.6119,-80.5345,331.3,1.2,1.1,2009-01-02,1539,Terra,MODIS,81,6.2,299,22.4,D,0
-3.6135,-80.5236,330.6,1.2,1.1,2009-01-02,1539,Terra,MODIS,80,6.2,299.4,20.8,D,0
-4.7327,-80.5373,325.6,2.4,1.5,2009-01-02,1836,Aqua,MODIS,70,6.2,296.5,29.2,D,0
-6.9749,-79.6202,328,1.6,1.2,2009-01-03,1918,Aqua,MODIS,78,6.2,295.4,20.9,D,0
-6.7146,-79.8613,334.1,1.5,1.2,2009-01-03,1918,Aqua,MODIS,86,6.2,296.9,43.7,D,0
-6.9727,-79.6064,329.8,1.6,1.2,2009-01-03,1918,Aqua,MODIS,82,6.2,297.4,25.9,D,0
-17.4899,-71.3483,304.2,1,1,2009-01-04,0608,Aqua,MODIS,59,6.2,283.3,9.2,N,2
-2.327,-73.5776,302.2,1.2,1.1,2009-01-04,1824,Aqua,MODIS,19,6.2,285.3,4.2,D,0
-17.4918,-71.3535,302.5,1.4,1.2,2009-01-05,0342,Terra,MODIS,49,6.2,290.2,10,N,2
-10.869,-77.5519,332.8,1.2,1.1,2009-01-05,1905,Aqua,MODIS,85,6.2,302.9,16.3,D,0
-4.7626,-80.3073,328.1,1,1,2009-01-05,1907,Aqua,MODIS,71,6.2,295.9,11.8,D,0
-5.2296,-79.9155,325.9,1.1,1,2009-01-05,1907,Aqua,MODIS,60,6.2,299.6,10,D,0
-4.7639,-80.3165,357.5,1,1,2009-01-05,1907,Aqua,MODIS,98,6.2,298.2,67.6,D,0
-3.5769,-80.5142,334.3,1,1,2009-01-05,1907,Aqua,MODIS,86,6.2,297.5,22.7,D,0
-4.7143,-80.2927,324.5,1,1,2009-01-05,1907,Aqua,MODIS,63,6.2,296.6,7.5,D,0
-4.8939,-80.5819,340,1,1,2009-01-05,1907,Aqua,MODIS,86,6.2,300.6,24.9,D,0
-15.6882,-69.8779,348.1,1.6,1.2,2009-01-06,1808,Aqua,MODIS,77,6.2,294.6,107.4,D,0
-15.677,-69.8793,323.3,1.6,1.2,2009-01-06,1808,Aqua,MODIS,56,6.2,298.7,33.5,D,0
-7.0282,-76.3224,311,3.7,1.8,2009-01-06,1811,Aqua,MODIS,45,6.2,280.1,53.8,D,0
-17.4911,-71.3538,308,1,1,2009-01-07,0330,Terra,MODIS,73,6.2,290.9,8.9,N,2
-6.744,-76.1287,300.2,1.1,1,2009-01-07,0333,Terra,MODIS,19,6.2,286.2,4.1,N,0
-17.4913,-71.3539,333,1.4,1.2,2009-01-07,1851,Aqua,MODIS,0,6.2,312.1,17,D,2
-12.3241,-76.8119,335,1,1,2009-01-07,1852,Aqua,MODIS,84,6.2,309.8,8.7,D,0
-7.7325,-79.2542,337.8,1.1,1,2009-01-07,1854,Aqua,MODIS,85,6.2,301.2,26.3,D,0
-7.0018,-76.5344,316.5,1,1,2009-01-07,1854,Aqua,MODIS,65,6.2,293.2,6.7,D,0
-6.0281,-77.9447,319.1,1,1,2009-01-07,1854,Aqua,MODIS,72,6.2,292.9,11.5,D,0
-6.7321,-76.4626,327.3,1.1,1,2009-01-07,1854,Aqua,MODIS,77,6.2,293.3,19.8,D,0
-6.8072,-76.4159,328.2,1.1,1,2009-01-07,1854,Aqua,MODIS,82,6.2,294.6,18.7,D,0
-6.9891,-76.2098,325.3,1.1,1,2009-01-07,1854,Aqua,MODIS,79,6.2,293.2,15.9,D,0
-17.4907,-71.351,304.7,1.3,1.1,2009-01-09,0626,Aqua,MODIS,61,6.2,284.2,12.3,N,2
-6.6869,-79.4283,323.4,1,1,2009-01-09,1546,Terra,MODIS,71,6.2,293.1,11.3,D,0
-6.6959,-79.4296,325.7,1,1,2009-01-09,1546,Terra,MODIS,74,6.2,295.9,13.4,D,0
-6.9631,-79.6156,328.1,1,1,2009-01-09,1546,Terra,MODIS,57,6.2,301,9,D,0
-6.9645,-79.6066,326.6,1,1,2009-01-09,1546,Terra,MODIS,48,6.2,302.2,7.7,D,0
-11.9314,-76.877,326.7,1.3,1.1,2009-01-09,1840,Aqua,MODIS,74,6.2,298.3,17.6,D,0
-11.9299,-76.8652,324.5,1.3,1.1,2009-01-09,1840,Aqua,MODIS,33,6.2,298.9,13.3,D,0
-7.3077,-76.2416,313.2,1.1,1,2009-01-09,1841,Aqua,MODIS,46,6.2,288,6.9,D,0
-7.3089,-76.2508,314.7,1.1,1,2009-01-09,1841,Aqua,MODIS,52,6.2,289.2,8.5,D,0
-7.7456,-79.3244,328.1,1.6,1.3,2009-01-09,1841,Aqua,MODIS,80,6.2,296.1,28.1,D,0
-8.2559,-74.88,310.9,1,1,2009-01-09,1841,Aqua,MODIS,43,6.2,294.1,4.8,D,0
-7.3351,-76.4806,321.6,1.1,1,2009-01-09,1841,Aqua,MODIS,78,6.2,295.2,15.1,D,0
-7.3413,-76.4841,343.7,1.1,1,2009-01-09,1841,Aqua,MODIS,93,6.2,295.8,49.1,D,0
-7.2427,-76.296,346.2,1.1,1,2009-01-09,1841,Aqua,MODIS,89,6.2,293.5,53.1,D,0
-7.3365,-76.4904,318.3,1.1,1,2009-01-09,1841,Aqua,MODIS,75,6.2,295.3,12,D,0
-8.4628,-74.9114,318.5,1,1,2009-01-09,1841,Aqua,MODIS,73,6.2,294.1,9.3,D,0
-8.3059,-74.8384,315,1,1,2009-01-09,1841,Aqua,MODIS,60,6.2,294.6,6.3,D,0
-6.9714,-76.1982,339.4,1.1,1,2009-01-09,1842,Aqua,MODIS,85,6.2,291.6,40.1,D,0
-6.7412,-76.7222,316.3,1.1,1,2009-01-09,1842,Aqua,MODIS,57,6.2,293.8,8.9,D,0
-6.7438,-76.7414,325.6,1.1,1,2009-01-09,1842,Aqua,MODIS,82,6.2,290.2,20.8,D,0
-6.7331,-76.7333,315.4,1.1,1,2009-01-09,1842,Aqua,MODIS,48,6.2,293.3,8.6,D,0
-6.7197,-79.7805,322.3,1.7,1.3,2009-01-09,1842,Aqua,MODIS,61,6.2,297.3,17.5,D,0
-6.8877,-76.1862,322.5,1.1,1,2009-01-09,1842,Aqua,MODIS,69,6.2,288.1,16.6,D,0
-6.8863,-76.1765,319.6,1.1,1,2009-01-09,1842,Aqua,MODIS,76,6.2,288.6,13.4,D,0
-4.7664,-80.9057,331.8,1.8,1.3,2009-01-10,1925,Aqua,MODIS,84,6.2,300.1,25.6,D,0
-7.7147,-79.2909,319.5,3.3,1.7,2009-01-12,1617,Terra,MODIS,19,6.2,293.1,40.2,D,0
-7.7856,-79.2458,323.8,1,1,2009-01-14,1900,Aqua,MODIS,77,6.2,285.1,16.3,D,0
-7.8592,-79.2018,312.4,4.8,2,2009-01-15,1943,Aqua,MODIS,54,6.2,288.4,44.1,D,0
-7.856,-79.198,313.8,4.8,2,2009-01-15,1943,Aqua,MODIS,59,6.2,288.4,55.7,D,0
-5.6401,-78.5352,319.2,1.1,1,2009-01-16,1848,Aqua,MODIS,76,6.2,301.2,9.8,D,0
-17.4896,-71.3564,336.5,1.1,1,2009-01-17,1500,Terra,MODIS,0,6.2,305.6,18,D,2
-17.4929,-71.3536,302.3,1,1,2009-01-20,0608,Aqua,MODIS,44,6.2,282.1,7.8,N,2
-10.6402,-77.6796,331,1.2,1.1,2009-01-21,1905,Aqua,MODIS,66,6.2,304.6,17.7,D,0
-6.496,-79.6395,327.9,1.1,1,2009-01-21,1907,Aqua,MODIS,66,6.2,300.6,11.9,D,0
-14.5111,-75.3092,333.2,4,1.9,2009-01-22,1809,Aqua,MODIS,86,6.2,308.8,102,D,0
-10.5494,-77.7419,323.8,2.1,1.4,2009-01-23,1559,Terra,MODIS,46,6.2,298.3,21.8,D,0
-10.5508,-77.7176,320.5,2.1,1.4,2009-01-23,1559,Terra,MODIS,69,6.2,298.4,16.8,D,0
-10.5517,-77.7233,327.3,2.1,1.4,2009-01-23,1559,Terra,MODIS,80,6.2,298.4,37,D,0
-10.5485,-77.7351,331.6,2.1,1.4,2009-01-23,1559,Terra,MODIS,85,6.2,298.3,51.6,D,0
-10.6449,-77.6776,345.5,1,1,2009-01-23,1853,Aqua,MODIS,90,6.2,307.6,38.1,D,0
-8.4178,-76.4036,319.6,1,1,2009-01-23,1854,Aqua,MODIS,73,6.2,297.4,11.2,D,0
-17.4878,-71.3555,313.8,1.1,1,2009-01-25,0318,Terra,MODIS,88,6.2,290.6,15.7,N,2
-6.6988,-79.8915,327.7,1,1,2009-01-25,1546,Terra,MODIS,74,6.2,298.7,15.6,D,0
-6.8674,-76.261,319.6,1.4,1.2,2009-01-25,1546,Terra,MODIS,77,6.2,294.4,18,D,0
-6.7439,-79.7758,327.1,1,1,2009-01-25,1546,Terra,MODIS,73,6.2,301.4,13.7,D,0
-7.2417,-76.2539,315.1,1.4,1.2,2009-01-25,1546,Terra,MODIS,59,6.2,293.6,13.6,D,0
-6.6975,-79.9004,331.4,1,1,2009-01-25,1546,Terra,MODIS,83,6.2,300.5,20,D,0
-6.7622,-76.4283,316.7,1.3,1.2,2009-01-25,1546,Terra,MODIS,74,6.2,290.6,13.8,D,0
-7.247,-76.2494,311.1,1.4,1.2,2009-01-25,1546,Terra,MODIS,36,6.2,293.3,8.5,D,0
-6.8731,-76.2674,313.4,1.4,1.2,2009-01-25,1546,Terra,MODIS,41,6.2,294.3,8.4,D,0
-6.8748,-76.2553,313.2,1.4,1.2,2009-01-25,1546,Terra,MODIS,38,6.2,294.5,8.4,D,0
-6.7602,-76.4224,320.9,1.4,1.2,2009-01-25,1546,Terra,MODIS,78,6.2,289.8,19.2,D,0
-15.7756,-69.9974,317.4,1.2,1.1,2009-01-25,1839,Aqua,MODIS,37,6.2,292.4,14.2,D,0
-15.303,-69.8657,316.7,1.3,1.1,2009-01-25,1839,Aqua,MODIS,49,6.2,283.7,13.8,D,0
-8.4647,-75.0469,318.5,1,1,2009-01-25,1841,Aqua,MODIS,70,6.2,298.2,9.4,D,0
-8.3938,-74.8074,319.4,1,1,2009-01-25,1841,Aqua,MODIS,71,6.2,298.1,8.9,D,0
-8.5571,-74.8607,314.2,1,1,2009-01-25,1841,Aqua,MODIS,53,6.2,296.8,5.2,D,0
-8.5239,-75.1441,314.7,1,1,2009-01-25,1841,Aqua,MODIS,64,6.2,298,6.3,D,0
-8.5226,-75.1349,314.4,1,1,2009-01-25,1841,Aqua,MODIS,63,6.2,297.4,5.7,D,0
-10.5044,-77.764,326.4,1.4,1.2,2009-01-25,1841,Aqua,MODIS,63,6.2,302.1,10,D,0
-8.466,-75.056,328.4,1,1,2009-01-25,1841,Aqua,MODIS,82,6.2,299.3,20.2,D,0
-8.5084,-75.0347,320.4,1,1,2009-01-25,1841,Aqua,MODIS,73,6.2,299,10.6,D,0
-8.402,-75.0625,315.8,1,1,2009-01-25,1841,Aqua,MODIS,49,6.2,299.4,5.4,D,0
-8.4007,-75.0535,320.6,1,1,2009-01-25,1841,Aqua,MODIS,52,6.2,299.3,9.9,D,0
-10.9145,-75.1469,312.8,1,1,2009-01-25,1841,Aqua,MODIS,38,6.2,291.5,6.6,D,0
-6.8298,-76.4219,312.3,1.1,1,2009-01-25,1842,Aqua,MODIS,21,6.2,292.7,4.4,D,0
-7.6831,-76.4737,323.5,1.1,1,2009-01-25,1842,Aqua,MODIS,80,6.2,295.7,18,D,0
-7.1897,-76.3656,329.2,1.1,1,2009-01-25,1842,Aqua,MODIS,84,6.2,294.7,24.6,D,0
-8.3428,-75.099,334.1,1,1,2009-01-25,1842,Aqua,MODIS,86,6.2,298.4,27,D,0
-6.531,-76.4639,322.6,1.1,1,2009-01-25,1842,Aqua,MODIS,79,6.2,296.3,12.7,D,0
-7.6792,-76.514,316,1.1,1,2009-01-25,1842,Aqua,MODIS,72,6.2,295.6,10.3,D,0
-7.0943,-75.1174,317.1,1,1,2009-01-25,1842,Aqua,MODIS,65,6.2,287.9,9.6,D,0
-7.0725,-75.093,323.1,1,1,2009-01-25,1842,Aqua,MODIS,78,6.2,289.5,14.7,D,0
-7.0737,-75.102,315.6,1,1,2009-01-25,1842,Aqua,MODIS,16,6.2,288.1,7.3,D,0
-7.2807,-75.2625,319.4,1,1,2009-01-25,1842,Aqua,MODIS,74,6.2,297.1,10.9,D,0
-8.3439,-74.8489,329.3,1,1,2009-01-25,1842,Aqua,MODIS,82,6.2,300.9,18.7,D,0
-7.1738,-76.3876,317.4,1.1,1,2009-01-25,1842,Aqua,MODIS,61,6.2,292.3,11.5,D,0
-8.317,-75.0436,325.6,1,1,2009-01-25,1842,Aqua,MODIS,79,6.2,298.2,16.8,D,0
-8.3273,-75.0549,320.4,1,1,2009-01-25,1842,Aqua,MODIS,73,6.2,298.6,10.7,D,0
-8.326,-75.0458,327.5,1,1,2009-01-25,1842,Aqua,MODIS,81,6.2,298.9,18.6,D,0
-7.1831,-76.3862,328.7,1.1,1,2009-01-25,1842,Aqua,MODIS,79,6.2,292.7,24.4,D,0
-8.3492,-75.0795,324.2,1,1,2009-01-25,1842,Aqua,MODIS,55,6.2,298.1,15.1,D,0
-7.1883,-76.3559,322.3,1.1,1,2009-01-25,1842,Aqua,MODIS,74,6.2,293,16,D,0
-7.6845,-76.4836,320.9,1.1,1,2009-01-25,1842,Aqua,MODIS,77,6.2,296.8,14.6,D,0
-6.9475,-76.6075,316.1,1.1,1,2009-01-25,1842,Aqua,MODIS,72,6.2,294.1,8.1,D,0
