latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
-6.7869,-79.6345,320.8,3.9,1.8,2014-01-01,1622,Terra,MODIS,66,6.2,291.6,66.8,D,0
-7.7173,-79.2835,317.6,4.3,1.9,2014-01-01,1622,Terra,MODIS,25,6.2,292.9,55.2,D,0
-6.558,-79.894,323.6,1.5,1.2,2014-01-01,1915,Aqua,MODIS,77,6.2,299.4,10.9,D,0
-8.3029,-74.9938,303.2,3.1,1.7,2014-01-02,0301,Terra,MODIS,54,6.2,288.7,22.4,N,0
-8.2893,-75.0007,301.4,3.1,1.7,2014-01-02,0301,Terra,MODIS,31,6.2,288.7,17,N,0
-8.2972,-74.9897,319.8,1,1,2014-01-02,1527,Terra,MODIS,66,6.2,298.1,10.4,D,0
-11.1246,-75.3572,314.6,1,1,2014-01-02,1528,Terra,MODIS,65,6.2,297.8,7.8,D,0
-13.6947,-76.0354,319.8,1,1,2014-01-02,1529,Terra,MODIS,48,6.2,302.2,6.3,D,0
-13.6341,-72.8824,314,1.4,1.2,2014-01-02,1529,Terra,MODIS,37,6.2,299.4,13.5,D,0
-9.75,-73.9617,309.6,1.6,1.2,2014-01-02,1819,Aqua,MODIS,39,6.2,292.2,7.2,D,0
-9.7514,-73.955,316.4,1.6,1.2,2014-01-02,1819,Aqua,MODIS,73,6.2,293.4,18.2,D,0
-9.7481,-73.9477,311.3,1.5,1.2,2014-01-02,1819,Aqua,MODIS,51,6.2,293.7,9.2,D,0
-6.7835,-76.1586,313,2.1,1.4,2014-01-02,1820,Aqua,MODIS,66,6.2,287.9,22,D,0
-8.4684,-74.8076,315.3,1.7,1.3,2014-01-02,1820,Aqua,MODIS,36,6.2,281.6,18.8,D,0
-7.2035,-76.886,309.5,2.4,1.5,2014-01-02,1820,Aqua,MODIS,64,6.2,278.6,28.4,D,0
-7.5825,-76.6817,312.6,2.3,1.5,2014-01-02,1820,Aqua,MODIS,69,6.2,291.2,24.4,D,0
-7.2076,-76.8915,304.5,2.4,1.5,2014-01-02,1820,Aqua,MODIS,50,6.2,279.6,16.4,D,0
-7.154,-76.4979,318.3,2.2,1.4,2014-01-02,1820,Aqua,MODIS,72,6.2,286.8,35.1,D,0
