Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD13Q1_061_Line_Y_250m,MOD13Q1_061_Sample_X_250m,MOD13Q1_061__250m_16_days_EVI,MOD13Q1_061__250m_16_days_MIR_reflectance,MOD13Q1_061__250m_16_days_NDVI,MOD13Q1_061__250m_16_days_NIR_reflectance,MOD13Q1_061__250m_16_days_blue_reflectance,MOD13Q1_061__250m_16_days_composite_day_of_the_year,MOD13Q1_061__250m_16_days_red_reflectance,MOD13Q1_061__250m_16_days_relative_azimuth_angle,MOD13Q1_061__250m_16_days_sun_zenith_angle,MOD13Q1_061__250m_16_days_view_zenith_angle,MOD13Q1_061__250m_16_days_VI_Quality,MOD13Q1_061__250m_16_days_pixel_reliability,MOD13Q1_061__250m_16_days_VI_Quality_bitmask,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND_Description,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness_Description,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow_Description,MOD13Q1_061__250m_16_days_pixel_reliability_bitmask,MOD13Q1_061__250m_16_days_pixel_reliability_MODLAND,MOD13Q1_061__250m_16_days_pixel_reliability_MODLAND_Description
incendio,1006,-6.313,-76.0824,2013-12-19,h10v09,3030.0,2101.0,0.5709,0.0328,0.9026,0.3204,0.0117,358.0,0.0164,144.97,27.72,6.51,2116.0,0.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
incendio,1006,-6.313,-76.0824,2014-01-01,h10v09,3030.0,2101.0,0.3772,0.1391,0.4932,0.3901,0.1263,11.0,0.1324,-23.77,30.98,22.58,2062.0,3.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000011,0b00000000000000000000000000000011,"Cloudy data, Target not visible, covered with cloud"
incendio,1006,-6.313,-76.0824,2014-01-17,h10v09,3030.0,2101.0,0.722,0.0821,0.853,0.4576,0.0289,22.0,0.0363,-16.78,35.03,52.49,2120.0,1.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
incendio,1006,-6.313,-76.0824,2014-02-02,h10v09,3030.0,2101.0,0.0564,0.2033,0.0601,0.5274,0.3889,34.0,0.4676,-12.94,29.04,9.12,2062.0,3.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000011,0b00000000000000000000000000000011,"Cloudy data, Target not visible, covered with cloud"
incendio,1006,-6.313,-76.0824,2014-02-18,h10v09,3030.0,2101.0,0.2033,0.2872,0.2201,0.5254,0.244,59.0,0.3358,4.36,28.77,22.49,2062.0,3.0,0b0000100000001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000011,0b00000000000000000000000000000011,"Cloudy data, Target not visible, covered with cloud"
incendio,1006,-6.313,-76.0824,2014-03-06,h10v09,3030.0,2101.0,0.0582,0.1567,0.0579,0.6392,0.2543,66.0,0.5692,7.97,26.96,8.76,3098.0,3.0,0b0000110000011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality,0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000011,0b00000000000000000000000000000011,"Cloudy data, Target not visible, covered with cloud"
incendio,1006,-6.313,-76.0824,2014-03-22,h10v09,3030.0,2101.0,0.5179,0.036,0.9107,0.274,0.012,94.0,0.0128,-139.39,22.43,43.27,2120.0,0.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000000,0b00000000000000000000000000000000,"Good data, use with confidence"
incendio,1006,-6.313,-76.0824,2014-04-07,h10v09,3030.0,2101.0,0.6919,0.0787,0.8461,0.4525,0.024,102.0,0.0377,34.86,34.04,52.38,2380.0,1.0,0b0000100101001100,0b00,VI produced with good quality,0b0011,Decreasing quality,0b01,Low,0b1,Yes,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No,0b00000000000000000000000000000001,0b00000000000000000000000000000001,"Marginal data, Useful, but look at other QA information"
incendio,1006,-6.313,-76.0824,2014-04-23,h10v09,3030.0,2101.0,0.6569,0.0682,0.7939,0.4779,0.0201,118.0,0.0549,43.6,36.02,52.59,36262.0,3.0,0b1000110110100110,0b10,"Pixel produced, but most probably cloudy",0b1001,Decreasing quality,0b10,Average,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b1,Yes,0b00000000000000000000000000000011,0b00000000000000000000000000000011,"Cloudy data, Target not visible, covered with cloud"
incendio,1006,-6.313,-76.0824,2014-05-09,h10v09,3030.0,2101.0,0.5797,0.0552,0.9285,0.3264,0.0002,139.0,0.0121,56.4,35.79,22.3,36258.0,3.0,0b1000110110100010,0b10,"Pixel produced, but most probably cloudy",0b1000,Decreasing quality,0b10,Average,0b1,Yes,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b1,Yes,0b00000000000000000000000000000011,0b00000000000000000000000000000011,"Cloudy data, Target not visible, covered with cloud"
