target,Date,latitude,longitude,month,day,day_of_year,year,Distance_to_equator,Is_dry_season,Temp_max_avg,Temp_max_max,Humidity_avg,Humidity_min,Precip_total,Days_no_rain,Wind_avg,Wind_max
0,2000-01-07,-6.467906945467672,-76.60396630033286,1,7,7,2000,717.9376709469117,0,26.288333333333338,28.23,75.715,72.25,11.530000000000001,3.0,0.01,0.02
0,2000-01-08,-6.271617281791801,-76.2353167311132,1,8,8,2000,696.1495182788899,0,28.074285714285715,29.67,83.30857142857143,76.77,22.21,2.0,0.025714285714285714,0.04
0,2000-01-08,-6.044769424983038,-75.50599138370771,1,8,8,2000,670.9694061731171,0,28.337142857142858,29.67,90.19285714285715,86.54,54.55,2.0,0.05857142857142857,0.1
0,2000-01-08,-7.319106221775668,-76.84964608294781,1,8,8,2000,812.4207906170991,0,24.975714285714286,26.22,82.84857142857143,78.97,12.71,3.0,0.22142857142857145,0.25
0,2000-01-08,-5.382544750033527,-75.77853597502654,1,8,8,2000,597.4624672537215,0,28.475714285714286,29.51,90.88714285714286,87.62,67.6,3.0,0.09571428571428571,0.16
0,2000-01-09,-5.8511939634062635,-76.52247944634267,1,9,9,2000,649.4825299380952,0,27.9675,29.5,86.77125000000001,81.55,41.03,1.0,0.043750000000000004,0.08
0,2000-01-09,-7.593724484851976,-77.34754973911781,1,9,9,2000,842.9034178185693,0,20.2875,21.97,76.35374999999999,70.62,4.970000000000001,6.0,1.3125,1.49
0,2000-01-10,-7.269040165613338,-76.9103123983766,1,10,10,2000,806.8634583830805,0,25.252222222222223,26.42,81.83666666666666,77.35,16.21,2.0,0.2288888888888889,0.26
0,2000-01-10,-6.602549423318465,-77.00681560184587,1,10,10,2000,732.8829859883497,0,26.374444444444446,28.23,76.30000000000001,72.25,22.37,2.0,0.014444444444444446,0.04
0,2000-01-10,-7.140032609231243,-75.65901239539657,1,10,10,2000,792.5436196246679,0,28.51777777777778,29.89,84.38,78.36,32.3,0.0,0.04111111111111111,0.1
0,2000-01-10,-5.77315746853071,-76.36797107270804,1,10,10,2000,640.8204790069087,0,27.985555555555557,29.5,86.94666666666666,81.55,49.739999999999995,0.0,0.051111111111111114,0.11
0,2000-01-10,-5.863095020713222,-75.7889986714283,1,10,10,2000,650.8035472991676,0,28.37,29.67,89.88888888888889,86.54,66.36999999999999,0.0,0.06333333333333334,0.1
0,2000-01-10,-5.87938832915223,-76.90538612384941,1,10,10,2000,652.6121045358976,0,26.787777777777777,29.31,77.27333333333334,70.35,35.26,1.0,0.018888888888888886,0.06
0,2000-01-11,-6.9256501234330665,-77.07157879837493,1,11,11,2000,768.7471637010703,0,27.617,29.23,77.755,72.54,25.15,3.0,0.037,0.1
0,2000-01-11,-5.817722164420606,-76.05024701906109,1,11,11,2000,645.7671602506872,0,27.673000000000002,29.5,87.902,81.55,77.86,0.0,0.062,0.16
0,2000-01-11,-5.450166959625918,-77.00835031536832,1,11,11,2000,604.9685325184769,0,27.712,30.0,82.713,72.46,72.37,1.0,0.065,0.15
0,2000-01-11,-5.867404604520736,-75.92995443578674,1,11,11,2000,651.2819111018017,0,28.130000000000003,29.67,90.614,86.54,105.31,0.0,0.077,0.2
0,2000-01-11,-6.061517131296685,-76.40854652459227,1,11,11,2000,672.8284015739321,0,27.673000000000002,29.5,87.902,81.55,77.86,0.0,0.062,0.16
0,2000-01-11,-6.726577938090313,-76.92865414529734,1,11,11,2000,746.6501511280247,0,25.928000000000004,28.23,77.759,72.25,34.760000000000005,2.0,0.013000000000000001,0.04
0,2000-01-11,-7.347824110154567,-75.82503332128289,1,11,11,2000,815.608476227157,0,28.895999999999997,30.65,84.615,79.86,46.269999999999996,1.0,0.066,0.11
0,2000-01-11,-6.215385324683509,-77.39247138767627,1,11,11,2000,689.9077710398695,0,22.84,25.83,71.854,64.39,20.61,3.0,1.367,1.83
0,2000-01-11,-7.324938939394847,-75.95193264911674,1,11,11,2000,813.0682222728279,0,27.467000000000002,28.91,82.20599999999999,77.21,34.54,1.0,0.039,0.06
0,2000-01-12,-5.463870053471811,-75.65012298252523,1,12,12,2000,606.489575935371,0,28.16909090909091,29.51,91.04363636363637,87.62,133.99,0.0,0.1309090909090909,0.24
0,2000-01-12,-5.406105166280382,-76.83363539988324,1,12,12,2000,600.0776734571224,0,27.689999999999998,30.0,82.80454545454546,72.46,73.35,1.0,0.07181818181818182,0.15
0,2000-01-12,-6.88204939673875,-76.47181029595973,1,12,12,2000,763.9074830380013,0,28.479090909090907,30.19,80.65090909090908,73.95,36.75,1.0,0.02727272727272727,0.06
0,2000-01-12,-6.089075896633828,-77.11331132604498,1,12,12,2000,675.887424526355,0,26.34090909090909,29.31,78.98272727272727,70.35,54.04,1.0,0.022727272727272728,0.06
0,2000-01-12,-6.1156293221158835,-76.01949781132349,1,12,12,2000,678.834854754863,0,27.69454545454545,29.5,87.94,81.55,78.54,1.0,0.06454545454545454,0.16
0,2000-01-12,-7.188505073730313,-76.90328431055737,1,12,12,2000,797.9240631840647,0,27.636363636363637,29.23,77.97272727272728,72.54,28.9,2.0,0.03636363636363637,0.1
0,2000-01-12,-6.679897679386204,-77.34823338283437,1,12,12,2000,741.4686424118686,0,21.61909090909091,24.58,72.23,63.79,15.26,4.0,1.048181818181818,1.31
0,2000-01-12,-7.5389429366733145,-76.3612819242991,1,12,12,2000,836.822665970738,0,27.44909090909091,28.91,82.53363636363636,77.21,42.620000000000005,1.0,0.03909090909090909,0.06
0,2000-01-13,-7.010865933982342,-76.63167881965191,1,13,13,2000,778.20611867204,0,27.771666666666665,29.26,77.59166666666667,72.54,29.59,3.0,0.03333333333333333,0.1
0,2000-01-13,-5.5750859368578904,-77.18888026677212,1,13,13,2000,618.8345389912258,0,26.469166666666666,29.45,71.83333333333333,62.2,32.49,2.0,0.4091666666666667,0.52
0,2000-01-13,-7.000863457307533,-75.58957693762711,1,13,13,2000,777.0958437611362,0,28.212500000000002,29.89,85.65333333333332,78.36,50.199999999999996,1.0,0.049166666666666664,0.14
0,2000-01-13,-7.23268535501901,-75.71791421763211,1,13,13,2000,802.8280744071101,0,28.212500000000002,29.89,85.65333333333332,78.36,50.199999999999996,1.0,0.049166666666666664,0.14
0,2000-01-14,-6.980365789444828,-76.90654360978435,1,14,14,2000,774.8206026283759,0,27.87846153846154,29.26,77.23692307692308,72.54,29.9,4.0,0.03153846153846154,0.1
0,2000-01-14,-7.0287390386317705,-77.03724597379518,1,14,14,2000,780.1900332881265,0,27.87846153846154,29.26,77.23692307692308,72.54,29.9,4.0,0.03153846153846154,0.1
0,2000-01-14,-6.09087742872903,-76.39432793529913,1,14,14,2000,676.0873945889223,0,27.716923076923077,29.5,87.77230769230769,81.55,80.24,2.0,0.060000000000000005,0.16
0,2000-01-14,-6.7392978420431415,-76.19966664513106,1,14,14,2000,748.0620604667887,0,27.926923076923078,29.67,83.98615384615384,76.77,49.65,3.0,0.04076923076923077,0.1
0,2000-01-14,-5.870407571755855,-76.43899593158982,1,14,14,2000,651.6152404648999,0,27.716923076923077,29.5,87.77230769230769,81.55,80.24,2.0,0.060000000000000005,0.16
0,2000-01-14,-5.8115954954872135,-76.36754698151917,1,14,14,2000,645.0870999990807,0,27.716923076923077,29.5,87.77230769230769,81.55,80.24,2.0,0.060000000000000005,0.16
0,2000-01-14,-6.267765286846349,-75.88438881089547,1,14,14,2000,695.7219468399447,0,27.973846153846157,29.67,88.67846153846153,82.42,71.49,2.0,0.08,0.19
0,2000-01-14,-6.3737423006602185,-77.16577350376646,1,14,14,2000,707.4853953732843,0,25.99769230769231,28.23,77.55153846153846,72.25,37.53,2.0,0.01076923076923077,0.04
0,2000-01-14,-6.887017706594157,-77.30533643415299,1,14,14,2000,764.4589654319514,0,20.57,22.86,77.30692307692308,68.95,14.9,4.0,0.8761538461538462,1.01
