target,Date,latitude,longitude,month,day,day_of_year,year,Distance_to_equator,Is_dry_season,Temp_max,NDVI,EVI,Temp_max_avg,Temp_max_max,Humidity_avg,Humidity_min,Precip_total,Days_no_rain,Wind_avg,Wind_max
0,2017-07-07,-7.409421605310309,-75.83681236527086,7,7,188,2017,822.4457981894443,1,25.170000000000016,0.8921,0.5506,28.759,30.9,84.55199999999999,78.23,65.01999999999998,4.0,0.10600000000000001,0.22
0,2017-07-07,-6.827947755317633,-77.24078320536096,7,7,188,2017,757.9022008402573,1,22.730000000000018,0.8791,0.5968,19.3,22.32,79.63066666666667,71.81,17.22,6.0,1.1843333333333335,1.88
0,2017-07-09,-6.026471909112164,-76.38280873739679,7,9,190,2017,668.9383819114502,1,26.79000000000002,0.8881,0.5585,27.003666666666668,28.26,89.19900000000001,84.81,73.88000000000001,6.0,0.13933333333333336,0.23
0,2017-07-09,-6.135395550199937,-77.01659159261982,7,9,190,2017,681.028906072193,1,24.430000000000007,0.8468,0.5885,25.320333333333334,27.11,82.91799999999999,69.92,49.52000000000002,6.0,0.12133333333333333,0.33
0,2017-07-09,-7.163128957992517,-77.33946379317482,7,9,190,2017,795.1073143371693,1,12.670000000000016,0.8523,0.4246,19.137,21.5,79.94700000000002,71.81,17.080000000000002,7.0,1.2153333333333332,1.88
0,2017-07-10,-6.427611857268102,-77.39761535548438,7,10,191,2017,713.4649161567593,1,20.930000000000007,0.8156,0.4676,20.12566666666667,22.66,79.45566666666667,69.3,18.35,7.0,1.544,2.19
1,2017-07-12,-5.7695,-76.5131,7,12,193,2017,640.4145,1,30.170000000000016,0.8714,0.6305,27.096,28.26,88.466,84.81,51.990000000000016,7.0,0.14333333333333337,0.23
0,2017-07-12,-6.949275367929126,-77.03979042014342,7,12,193,2017,771.3695658401331,1,22.890000000000043,0.8857,0.5713,28.688333333333336,31.12,71.105,59.37,25.69000000000002,7.0,0.08700000000000001,0.18
0,2017-07-14,-7.547362899320046,-75.73565468655677,7,14,195,2017,837.7572818245251,1,22.810000000000002,0.8411,0.4515,29.284,31.25,81.27866666666665,73.35,39.01999999999998,5.0,0.103,0.18
0,2017-07-14,-5.9969306066925245,-75.59395245076587,7,14,195,2017,665.6592973428702,1,27.590000000000032,0.8759,0.5462,27.848,28.92,89.73333333333333,86.2,57.61999999999995,7.0,0.16033333333333333,0.25
0,2017-07-15,-5.641271222445664,-77.2589065650696,7,15,196,2017,626.1811056914687,1,21.25,0.6916,0.3913,24.804666666666666,27.22,77.94066666666666,68.12,20.519999999999996,7.0,0.47333333333333333,0.63
1,2017-07-15,-8.4949,-76.408,7,15,196,2017,942.9339,1,25.27000000000004,0.8149,0.5138,22.63266666666667,23.7,87.42099999999999,83.72,63.839999999999996,5.0,0.26066666666666666,0.38
1,2017-07-15,-6.4947,-76.3589,7,15,196,2017,720.9117,1,32.29000000000002,0.2886,0.1582,28.174666666666667,30.01,82.235,76.95,38.83000000000005,7.0,0.10266666666666667,0.23
1,2017-07-15,-5.8147,-77.4223,7,15,196,2017,645.4317,1,27.010000000000048,0.7157,0.4756,20.774,23.5,80.04133333333334,66.73,16.890000000000008,7.0,1.6646666666666665,2.19
1,2017-07-15,-7.2497,-76.077,7,15,196,2017,804.7167,1,24.689999999999998,0.8845,0.5563,30.124333333333333,32.69,74.34833333333334,67.54,31.76999999999999,7.0,0.07733333333333334,0.18
0,2017-07-16,-5.990542250974831,-75.6694532466171,7,16,197,2017,664.9501898582062,1,27.970000000000027,0.8762,0.4951,27.846333333333334,28.92,89.67766666666667,86.2,55.00999999999995,7.0,0.15133333333333335,0.25
